soc,charge_MW,discharge_MW,import_MW,export_MW,net_MW,objective_cost,run_id
0.23690306140863238,0.0,10.78,14.48011461,0.0,14.48011461,36757.82211889321,0
0.23690306140863238,0.0,0.0,24.04358788,0.0,24.04358788,36757.82211889321,0
0.23690306140863238,0.0,0.0,22.65896303,0.0,22.65896303,36757.82211889321,0
0.23690306140863238,0.0,0.0,21.64553853,0.0,21.64553853,36757.82211889321,0
0.23690306140863238,0.0,0.0,22.08336775,0.0,22.08336775,36757.82211889321,0
0.23690306140863238,0.0,0.0,22.12202695,0.0,22.12202695,36757.82211889321,0
0.23690306140863238,0.0,0.0,22.14666667,0.0,22.14666667,36757.82211889321,0
0.23690306140863238,0.0,0.0,25.12610667,0.0,25.12610667,36757.82211889321,0
0.23690306140863238,0.0,0.0,28.17412223,0.0,28.17412223,36757.82211889321,0
0.23690306140863238,0.0,0.0,29.68239749,0.0,29.68239749,36757.82211889321,0
0.23690306140863238,0.0,0.0,27.41691718,0.0,27.41691718,36757.82211889321,0
0.23690306140863238,0.0,0.0,29.55699994,0.0,29.55699994,36757.82211889321,0
0.23690306140863238,0.0,0.0,29.56387416,0.0,29.56387416,36757.82211889321,0
0.23690306140863238,0.0,0.0,27.9,0.0,27.9,36757.82211889321,0
0.23690306140863238,0.0,0.0,27.81625,0.0,27.81625,36757.82211889321,0
0.23690306140863238,0.0,0.0,28.89797657,0.0,28.89797657,36757.82211889321,0
0.23690306140863238,0.0,0.0,30.39148336,0.0,30.39148336,36757.82211889321,0
0.23690306140863238,0.0,0.0,31.63044248,0.0,31.63044248,36757.82211889321,0
0.23690306140863238,0.0,0.0,35.75480032,0.0,35.75480032,36757.82211889321,0
0.23690306140863238,0.0,0.0,36.33831261,0.0,36.33831261,36757.82211889321,0
0.23690306140863238,0.0,0.0,32.71125,0.0,32.71125,36757.82211889321,0
0.23690306140863238,0.0,0.0,31.91367603,0.0,31.91367603,36757.82211889321,0
0.23690306140863238,0.0,0.0,29.36570087,0.0,29.36570087,36757.82211889321,0
0.23690306140863238,0.0,0.0,25.00305726,0.0,25.00305726,36757.82211889321,0
0.5,0.0,0.0,27.13701181,0.0,27.13701181,45416.41398949656,1
0.5,0.0,0.0,25.60515734,0.0,25.60515734,45416.41398949656,1
0.5,0.0,0.0,25.26313199,0.0,25.26313199,45416.41398949656,1
0.736993034707296,10.759483775711242,0.0,35.46277386571124,0.0,35.46277386571124,45416.41398949656,1
0.9739960694145922,10.759937775711244,0.0,36.278587795711246,0.0,36.278587795711246,45416.41398949656,1
1.0,1.1805784485775161,0.0,27.145051798577516,0.0,27.145051798577516,45416.41398949656,1
1.0,0.0,0.0,32.65666667,0.0,32.65666667,45416.41398949656,1
1.0,0.0,0.0,38.2113038,0.0,38.2113038,45416.41398949656,1
1.0,0.0,0.0,41.32173707,0.0,41.32173707,45416.41398949656,1
1.0,0.0,0.0,41.5234966,0.0,41.5234966,45416.41398949656,1
1.0,0.0,0.0,40.85685583,0.0,40.85685583,45416.41398949656,1
1.0,0.0,0.0,39.7731674,0.0,39.7731674,45416.41398949656,1
1.0,0.0,0.0,38.88298378,0.0,38.88298378,45416.41398949656,1
1.0,0.0,0.0,36.53264045,0.0,36.53264045,45416.41398949656,1
1.0,0.0,0.0,37.37011299,0.0,37.37011299,45416.41398949656,1
1.0,0.0,0.0,38.19242661,0.0,38.19242661,45416.41398949656,1
1.0,0.0,0.0,42.70274279,0.0,42.70274279,45416.41398949656,1
1.0,0.0,0.0,43.94841503,0.0,43.94841503,45416.41398949656,1
1.0,0.0,0.0,42.50781556,0.0,42.50781556,45416.41398949656,1
1.0,0.0,0.0,42.53858009,0.0,42.53858009,45416.41398949656,1
0.736993034707296,0.0,10.776315892420605,21.809684107579393,0.0,21.809684107579393,45416.41398949656,1
0.4739960694145922,0.0,10.7759061574206,22.190360942579403,0.0,22.190360942579403,45416.41398949656,1
0.2109991041218883,0.0,10.775906157420604,19.642517962579397,0.0,19.642517962579397,45416.41398949656,1
0.0,0.0,8.645371792738189,15.95286647726181,0.0,15.95286647726181,45416.41398949656,1
0.23690307804753985,0.0,10.78,15.959839400000002,0.0,15.959839400000002,37913.89472686674,2
0.23690307804753985,0.0,0.0,25.35706803,0.0,25.35706803,37913.89472686674,2
0.4738061560950796,10.755399743358305,0.0,34.716098963358306,0.0,34.716098963358306,37913.89472686674,2
0.7107092341426194,10.75539974335831,0.0,34.92030204335831,0.0,34.92030204335831,37913.89472686674,2
1.0,10.78,0.0,34.94896703,0.0,34.94896703,37913.89472686674,2
1.0,0.0,0.0,25.76655189,0.0,25.76655189,37913.89472686674,2
1.0,0.0,0.0,22.68,0.0,22.68,37913.89472686674,2
0.7369030780475399,0.0,10.78,16.200205000000004,0.0,16.200205000000004,37913.89472686674,2
0.4738061560950796,0.0,10.78,23.37117061,0.0,23.37117061,37913.89472686674,2
0.2107092341426194,0.0,10.78,22.568413549999995,0.0,22.568413549999995,37913.89472686674,2
0.2107092341426194,0.0,0.0,34.22362338,0.0,34.22362338,37913.89472686674,2
0.4476123121901592,10.755399743358307,0.0,46.78951436335831,0.0,46.78951436335831,37913.89472686674,2
0.4476123121901592,0.0,0.0,33.15074587,0.0,33.15074587,37913.89472686674,2
0.6845153902376991,10.755399743358316,0.0,47.28804019335832,0.0,47.28804019335832,37913.89472686674,2
0.9214184682852389,10.755399743358305,0.0,48.125512733358306,0.0,48.125512733358306,37913.89472686674,2
1.0,3.5676015398501555,0.0,36.22551352985016,0.0,36.22551352985016,37913.89472686674,2
1.0,0.0,0.0,32.37179145,0.0,32.37179145,37913.89472686674,2
0.7369030780475399,0.0,10.78,23.88316993,0.0,23.88316993,37913.89472686674,2
0.4738061560950796,0.0,10.78,31.764611109999997,0.0,31.764611109999997,37913.89472686674,2
0.2107092341426194,0.0,10.78,28.633346279999998,0.0,28.633346279999998,37913.89472686674,2
0.2107092341426194,0.0,0.0,32.586,0.0,32.586,37913.89472686674,2
0.2107092341426194,0.0,0.0,32.88317891,0.0,32.88317891,37913.89472686674,2
0.0,0.0,8.633494805142618,21.991958104857382,0.0,21.991958104857382,37913.89472686674,2
0.0,0.0,0.0,24.61672566,0.0,24.61672566,37913.89472686674,2
0.23690306149170492,0.0,10.78,15.766842300000002,0.0,15.766842300000002,35837.84770413248,3
0.23690306149170492,0.0,0.0,25.25291149,0.0,25.25291149,35837.84770413248,3
0.23690306149170492,0.0,0.0,22.84624602,0.0,22.84624602,35837.84770413248,3
0.23690306149170492,0.0,0.0,23.37617179,0.0,23.37617179,35837.84770413248,3
0.23690306149170492,0.0,0.0,22.80950786,0.0,22.80950786,35837.84770413248,3
0.23690306149170492,0.0,0.0,25.62746349,0.0,25.62746349,35837.84770413248,3
0.23690306149170492,0.0,0.0,22.68,0.0,22.68,35837.84770413248,3
0.23690306149170492,0.0,0.0,27.77504596,0.0,27.77504596,35837.84770413248,3
0.23690306149170492,0.0,0.0,35.10434092,0.0,35.10434092,35837.84770413248,3
0.23690306149170492,0.0,0.0,34.48114032,0.0,34.48114032,35837.84770413248,3
0.23690306149170492,0.0,0.0,33.96143119,0.0,33.96143119,35837.84770413248,3
0.23690306149170492,0.0,0.0,35.33060919,0.0,35.33060919,35837.84770413248,3
0.23690306149170492,0.0,0.0,31.84165506,0.0,31.84165506,35837.84770413248,3
0.23690306149170492,0.0,0.0,36.53264045,0.0,36.53264045,35837.84770413248,3
0.23690306149170492,0.0,0.0,37.37011299,0.0,37.37011299,35837.84770413248,3
0.23690306149170492,0.0,0.0,30.26158764,0.0,30.26158764,35837.84770413248,3
0.23690306149170492,0.0,0.0,30.45167833,0.0,30.45167833,35837.84770413248,3
0.23690306149170492,0.0,0.0,29.39051906,0.0,29.39051906,35837.84770413248,3
0.23690306149170492,0.0,0.0,32.43834899,0.0,32.43834899,35837.84770413248,3
0.23690306149170492,0.0,0.0,38.25707842,0.0,38.25707842,35837.84770413248,3
0.23690306149170492,0.0,0.0,32.586,0.0,32.586,35837.84770413248,3
0.23690306149170492,0.0,0.0,32.64057974,0.0,32.64057974,35837.84770413248,3
0.23690306149170492,0.0,0.0,29.53932112,0.0,29.53932112,35837.84770413248,3
0.23690306149170492,0.0,0.0,24.70177099,0.0,24.70177099,35837.84770413248,3
0.23690306140894837,0.0,10.78,16.03803687,0.0,16.03803687,30212.001017307004,4
0.23690306140894837,0.0,0.0,25.18418782,0.0,25.18418782,30212.001017307004,4
0.23690306140894837,0.0,0.0,23.88773017,0.0,23.88773017,30212.001017307004,4
0.23690306140894837,0.0,0.0,23.77355599,0.0,23.77355599,30212.001017307004,4
0.23690306140894837,0.0,0.0,23.49628189,0.0,23.49628189,30212.001017307004,4
0.23690306140894837,0.0,0.0,24.07132111,0.0,24.07132111,30212.001017307004,4
